epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651821574442,2022-05-06T10.19.34.442,1019.926,0.910,0.104,-0.377
1651821574482,2022-05-06T10.19.34.482,1019.966,0.911,0.107,-0.382
1651821574523,2022-05-06T10.19.34.523,1020.007,0.913,0.108,-0.386
1651821574563,2022-05-06T10.19.34.563,1020.047,0.912,0.103,-0.395
1651821574602,2022-05-06T10.19.34.602,1020.086,0.911,0.097,-0.404
1651821574643,2022-05-06T10.19.34.643,1020.127,0.910,0.094,-0.407
1651821574683,2022-05-06T10.19.34.683,1020.167,0.907,0.098,-0.390
1651821574724,2022-05-06T10.19.34.724,1020.208,0.903,0.101,-0.386
1651821574763,2022-05-06T10.19.34.763,1020.247,0.911,0.100,-0.386
1651821574804,2022-05-06T10.19.34.804,1020.288,0.913,0.099,-0.385
1651821574844,2022-05-06T10.19.34.844,1020.328,0.907,0.099,-0.390
1651821574885,2022-05-06T10.19.34.885,1020.369,0.912,0.100,-0.386
1651821574924,2022-05-06T10.19.34.924,1020.408,0.907,0.097,-0.395
1651821574965,2022-05-06T10.19.34.965,1020.449,0.909,0.099,-0.398
1651821575005,2022-05-06T10.19.35.005,1020.489,0.913,0.101,-0.396
1651821575045,2022-05-06T10.19.35.045,1020.529,0.915,0.102,-0.393
1651821575086,2022-05-06T10.19.35.086,1020.570,0.908,0.101,-0.393
1651821575125,2022-05-06T10.19.35.125,1020.609,0.904,0.099,-0.403
1651821575166,2022-05-06T10.19.35.166,1020.650,0.917,0.100,-0.392
1651821575206,2022-05-06T10.19.35.206,1020.690,0.926,0.119,-0.367
1651821575247,2022-05-06T10.19.35.247,1020.731,0.911,0.134,-0.352
1651821575286,2022-05-06T10.19.35.286,1020.770,0.906,0.130,-0.350
1651821575327,2022-05-06T10.19.35.327,1020.811,0.910,0.115,-0.363
1651821575367,2022-05-06T10.19.35.367,1020.851,0.922,0.106,-0.376
1651821575408,2022-05-06T10.19.35.408,1020.892,0.925,0.115,-0.359
1651821575447,2022-05-06T10.19.35.447,1020.931,0.913,0.120,-0.349
1651821575487,2022-05-06T10.19.35.487,1020.971,0.913,0.114,-0.363
1651821575528,2022-05-06T10.19.35.528,1021.012,0.923,0.105,-0.375
1651821575567,2022-05-06T10.19.35.567,1021.051,0.921,0.096,-0.388
1651821575609,2022-05-06T10.19.35.609,1021.093,0.918,0.097,-0.390
1651821575648,2022-05-06T10.19.35.648,1021.132,0.918,0.097,-0.380
1651821575689,2022-05-06T10.19.35.689,1021.173,0.920,0.104,-0.369
1651821575729,2022-05-06T10.19.35.729,1021.213,0.918,0.104,-0.362
1651821575770,2022-05-06T10.19.35.770,1021.254,0.920,0.100,-0.366
1651821575809,2022-05-06T10.19.35.809,1021.293,0.926,0.104,-0.351
1651821575850,2022-05-06T10.19.35.850,1021.334,0.913,0.110,-0.349
1651821575890,2022-05-06T10.19.35.890,1021.374,0.919,0.111,-0.346
1651821575929,2022-05-06T10.19.35.929,1021.413,0.922,0.107,-0.365
1651821575970,2022-05-06T10.19.35.970,1021.454,0.930,0.099,-0.373
1651821576010,2022-05-06T10.19.36.010,1021.494,0.923,0.103,-0.367
1651821576051,2022-05-06T10.19.36.051,1021.535,0.915,0.104,-0.365
1651821576090,2022-05-06T10.19.36.090,1021.574,0.921,0.104,-0.365
1651821576131,2022-05-06T10.19.36.131,1021.615,0.929,0.105,-0.362
1651821576171,2022-05-06T10.19.36.171,1021.655,0.926,0.107,-0.355
1651821576212,2022-05-06T10.19.36.212,1021.696,0.922,0.108,-0.345
1651821576252,2022-05-06T10.19.36.252,1021.736,0.914,0.106,-0.345
1651821576291,2022-05-06T10.19.36.291,1021.775,0.922,0.104,-0.347
1651821576332,2022-05-06T10.19.36.332,1021.816,0.926,0.108,-0.349
1651821576372,2022-05-06T10.19.36.372,1021.856,0.920,0.103,-0.366
1651821576413,2022-05-06T10.19.36.413,1021.897,0.923,0.096,-0.374
1651821576452,2022-05-06T10.19.36.452,1021.936,0.927,0.099,-0.375
1651821576493,2022-05-06T10.19.36.493,1021.977,0.917,0.097,-0.379
1651821576533,2022-05-06T10.19.36.533,1022.017,0.920,0.097,-0.375
1651821576574,2022-05-06T10.19.36.574,1022.058,0.919,0.099,-0.370
1651821576613,2022-05-06T10.19.36.613,1022.097,0.916,0.103,-0.357
1651821576654,2022-05-06T10.19.36.654,1022.138,0.920,0.105,-0.353
1651821576694,2022-05-06T10.19.36.694,1022.178,0.921,0.099,-0.367
1651821576734,2022-05-06T10.19.36.734,1022.218,0.922,0.095,-0.375
1651821576775,2022-05-06T10.19.36.775,1022.259,0.920,0.098,-0.367
1651821576814,2022-05-06T10.19.36.814,1022.298,0.922,0.105,-0.354
1651821576855,2022-05-06T10.19.36.855,1022.339,0.926,0.103,-0.363
1651821576895,2022-05-06T10.19.36.895,1022.379,0.932,0.097,-0.360
1651821576936,2022-05-06T10.19.36.936,1022.420,0.916,0.100,-0.355
1651821576975,2022-05-06T10.19.36.975,1022.459,0.914,0.102,-0.353
1651821577016,2022-05-06T10.19.37.016,1022.500,0.921,0.100,-0.359
1651821577056,2022-05-06T10.19.37.056,1022.540,0.925,0.098,-0.365
1651821577097,2022-05-06T10.19.37.097,1022.581,0.925,0.097,-0.367
1651821577136,2022-05-06T10.19.37.136,1022.620,0.920,0.094,-0.368
1651821577176,2022-05-06T10.19.37.176,1022.660,0.920,0.095,-0.367
1651821577217,2022-05-06T10.19.37.217,1022.701,0.920,0.096,-0.364
1651821577256,2022-05-06T10.19.37.256,1022.740,0.920,0.097,-0.361
1651821577297,2022-05-06T10.19.37.297,1022.781,0.917,0.095,-0.367
1651821577337,2022-05-06T10.19.37.337,1022.821,0.917,0.093,-0.367
1651821577378,2022-05-06T10.19.37.378,1022.862,0.920,0.097,-0.370
1651821577418,2022-05-06T10.19.37.418,1022.902,0.922,0.096,-0.370
1651821577459,2022-05-06T10.19.37.459,1022.943,0.914,0.094,-0.373
1651821577498,2022-05-06T10.19.37.498,1022.982,0.915,0.094,-0.377
1651821577539,2022-05-06T10.19.37.539,1023.023,0.922,0.092,-0.383
1651821577579,2022-05-06T10.19.37.579,1023.063,0.920,0.089,-0.386
1651821577618,2022-05-06T10.19.37.618,1023.102,0.915,0.092,-0.377
1651821577659,2022-05-06T10.19.37.659,1023.143,0.912,0.097,-0.365
1651821577699,2022-05-06T10.19.37.699,1023.183,0.914,0.103,-0.356
1651821577740,2022-05-06T10.19.37.740,1023.224,0.914,0.099,-0.362
1651821577779,2022-05-06T10.19.37.779,1023.263,0.920,0.084,-0.389
1651821577820,2022-05-06T10.19.37.820,1023.304,0.916,0.069,-0.410
1651821577860,2022-05-06T10.19.37.860,1023.344,0.911,0.083,-0.398
1651821577901,2022-05-06T10.19.37.901,1023.385,0.909,0.088,-0.396
1651821577941,2022-05-06T10.19.37.941,1023.425,0.909,0.079,-0.407
1651821577982,2022-05-06T10.19.37.982,1023.466,0.918,0.082,-0.392
1651821578021,2022-05-06T10.19.38.021,1023.505,0.913,0.091,-0.377
1651821578061,2022-05-06T10.19.38.061,1023.545,0.905,0.084,-0.379
1651821578102,2022-05-06T10.19.38.102,1023.586,0.914,0.076,-0.390
1651821578141,2022-05-06T10.19.38.141,1023.625,0.921,0.076,-0.398
1651821578182,2022-05-06T10.19.38.182,1023.666,0.918,0.069,-0.408
1651821578222,2022-05-06T10.19.38.222,1023.706,0.912,0.072,-0.400
1651821578263,2022-05-06T10.19.38.263,1023.747,0.910,0.089,-0.380
1651821578302,2022-05-06T10.19.38.302,1023.786,0.905,0.094,-0.377
1651821578343,2022-05-06T10.19.38.343,1023.827,0.905,0.082,-0.387
1651821578383,2022-05-06T10.19.38.383,1023.867,0.911,0.079,-0.394
1651821578424,2022-05-06T10.19.38.424,1023.908,0.914,0.071,-0.393
1651821578463,2022-05-06T10.19.38.463,1023.947,0.909,0.069,-0.401
1651821578503,2022-05-06T10.19.38.503,1023.987,0.904,0.069,-0.406
1651821578544,2022-05-06T10.19.38.544,1024.028,0.908,0.066,-0.408
1651821578584,2022-05-06T10.19.38.584,1024.068,0.908,0.062,-0.410
1651821578625,2022-05-06T10.19.38.625,1024.109,0.906,0.067,-0.409
1651821578664,2022-05-06T10.19.38.664,1024.148,0.910,0.069,-0.409
1651821578705,2022-05-06T10.19.38.705,1024.189,0.911,0.066,-0.411
1651821578745,2022-05-06T10.19.38.745,1024.229,0.903,0.062,-0.407
1651821578786,2022-05-06T10.19.38.786,1024.270,0.909,0.083,-0.382
1651821578825,2022-05-06T10.19.38.825,1024.309,0.924,0.096,-0.371
1651821578866,2022-05-06T10.19.38.866,1024.350,0.935,0.086,-0.383
1651821578906,2022-05-06T10.19.38.906,1024.390,0.943,0.086,-0.366
1651821578945,2022-05-06T10.19.38.945,1024.429,0.936,0.099,-0.333
1651821578986,2022-05-06T10.19.38.986,1024.470,0.919,0.102,-0.319
1651821579026,2022-05-06T10.19.39.026,1024.510,0.928,0.107,-0.312
1651821579067,2022-05-06T10.19.39.067,1024.551,0.931,0.111,-0.309
1651821579107,2022-05-06T10.19.39.107,1024.591,0.938,0.110,-0.303
1651821579148,2022-05-06T10.19.39.148,1024.632,0.937,0.104,-0.303
1651821579187,2022-05-06T10.19.39.187,1024.671,0.938,0.100,-0.313
1651821579228,2022-05-06T10.19.39.228,1024.712,0.938,0.100,-0.314
1651821579268,2022-05-06T10.19.39.268,1024.752,0.936,0.100,-0.322
1651821579309,2022-05-06T10.19.39.309,1024.793,0.948,0.099,-0.316
1651821579348,2022-05-06T10.19.39.348,1024.832,0.939,0.103,-0.315
1651821579388,2022-05-06T10.19.39.388,1024.872,0.936,0.102,-0.310
1651821579429,2022-05-06T10.19.39.429,1024.913,0.940,0.105,-0.303
1651821579468,2022-05-06T10.19.39.468,1024.952,0.938,0.104,-0.306
1651821579509,2022-05-06T10.19.39.509,1024.993,0.938,0.102,-0.316
1651821579549,2022-05-06T10.19.39.549,1025.033,0.936,0.098,-0.316
1651821579590,2022-05-06T10.19.39.590,1025.074,0.939,0.103,-0.309
1651821579630,2022-05-06T10.19.39.630,1025.114,0.928,0.098,-0.324
1651821579671,2022-05-06T10.19.39.671,1025.155,0.934,0.089,-0.340
1651821579710,2022-05-06T10.19.39.710,1025.194,0.945,0.085,-0.344
1651821579751,2022-05-06T10.19.39.751,1025.235,0.929,0.084,-0.349
1651821579791,2022-05-06T10.19.39.791,1025.275,0.927,0.087,-0.349
1651821579830,2022-05-06T10.19.39.830,1025.314,0.936,0.089,-0.345
1651821579871,2022-05-06T10.19.39.871,1025.355,0.932,0.087,-0.349
1651821579911,2022-05-06T10.19.39.911,1025.395,0.932,0.086,-0.348
1651821579952,2022-05-06T10.19.39.952,1025.436,0.936,0.089,-0.335
1651821579991,2022-05-06T10.19.39.991,1025.475,0.928,0.092,-0.330
1651821580032,2022-05-06T10.19.40.032,1025.516,0.926,0.092,-0.332
1651821580072,2022-05-06T10.19.40.072,1025.556,0.935,0.091,-0.335
1651821580113,2022-05-06T10.19.40.113,1025.597,0.936,0.093,-0.340
1651821580152,2022-05-06T10.19.40.152,1025.636,0.935,0.094,-0.342
1651821580193,2022-05-06T10.19.40.193,1025.677,0.935,0.094,-0.342
1651821580233,2022-05-06T10.19.40.233,1025.717,0.932,0.096,-0.343
1651821580273,2022-05-06T10.19.40.273,1025.757,0.930,0.095,-0.342
1651821580314,2022-05-06T10.19.40.314,1025.798,0.930,0.096,-0.344
1651821580353,2022-05-06T10.19.40.353,1025.837,0.928,0.094,-0.346
1651821580394,2022-05-06T10.19.40.394,1025.878,0.932,0.095,-0.346
1651821580434,2022-05-06T10.19.40.434,1025.918,0.933,0.097,-0.348
1651821580475,2022-05-06T10.19.40.475,1025.959,0.933,0.099,-0.344
1651821580514,2022-05-06T10.19.40.514,1025.998,0.929,0.101,-0.339
1651821580555,2022-05-06T10.19.40.555,1026.039,0.928,0.102,-0.338
1651821580595,2022-05-06T10.19.40.595,1026.079,0.930,0.101,-0.342
1651821580636,2022-05-06T10.19.40.636,1026.120,0.934,0.101,-0.344
1651821580675,2022-05-06T10.19.40.675,1026.159,0.934,0.100,-0.344
1651821580715,2022-05-06T10.19.40.715,1026.199,0.929,0.102,-0.340
1651821580756,2022-05-06T10.19.40.756,1026.240,0.928,0.102,-0.340
1651821580796,2022-05-06T10.19.40.796,1026.280,0.930,0.102,-0.341
1651821580837,2022-05-06T10.19.40.837,1026.321,0.932,0.102,-0.341
1651821580876,2022-05-06T10.19.40.876,1026.360,0.932,0.101,-0.341
1651821580917,2022-05-06T10.19.40.917,1026.401,0.930,0.101,-0.339
1651821580957,2022-05-06T10.19.40.957,1026.441,0.927,0.102,-0.339
1651821580998,2022-05-06T10.19.40.998,1026.482,0.931,0.102,-0.342
1651821581037,2022-05-06T10.19.41.037,1026.521,0.932,0.101,-0.344
1651821581078,2022-05-06T10.19.41.078,1026.562,0.928,0.101,-0.344
1651821581118,2022-05-06T10.19.41.118,1026.602,0.929,0.101,-0.343
1651821581157,2022-05-06T10.19.41.157,1026.641,0.931,0.103,-0.342
1651821581198,2022-05-06T10.19.41.198,1026.682,0.930,0.104,-0.341
1651821581238,2022-05-06T10.19.41.238,1026.722,0.928,0.103,-0.343
1651821581279,2022-05-06T10.19.41.279,1026.763,0.930,0.104,-0.340
1651821581318,2022-05-06T10.19.41.318,1026.802,0.928,0.102,-0.341
1651821581359,2022-05-06T10.19.41.359,1026.843,0.930,0.102,-0.342
1651821581399,2022-05-06T10.19.41.399,1026.883,0.930,0.103,-0.342
1651821581440,2022-05-06T10.19.41.440,1026.924,0.930,0.103,-0.341
1651821581480,2022-05-06T10.19.41.480,1026.964,0.930,0.104,-0.341
1651821581521,2022-05-06T10.19.41.521,1027.005,0.929,0.104,-0.340
1651821581560,2022-05-06T10.19.41.560,1027.044,0.928,0.105,-0.340
1651821581600,2022-05-06T10.19.41.600,1027.084,0.929,0.105,-0.342
1651821581641,2022-05-06T10.19.41.641,1027.125,0.929,0.104,-0.343
1651821581680,2022-05-06T10.19.41.680,1027.164,0.934,0.105,-0.343
1651821581721,2022-05-06T10.19.41.721,1027.205,0.929,0.104,-0.341
1651821581761,2022-05-06T10.19.41.761,1027.245,0.928,0.104,-0.341
1651821581802,2022-05-06T10.19.41.802,1027.286,0.930,0.104,-0.342
1651821581841,2022-05-06T10.19.41.841,1027.325,0.931,0.106,-0.340
1651821581882,2022-05-06T10.19.41.882,1027.366,0.931,0.105,-0.341
1651821581922,2022-05-06T10.19.41.922,1027.406,0.932,0.103,-0.341
1651821581963,2022-05-06T10.19.41.963,1027.447,0.928,0.101,-0.337
1651821582003,2022-05-06T10.19.42.003,1027.487,0.929,0.103,-0.338
1651821582042,2022-05-06T10.19.42.042,1027.526,0.933,0.101,-0.341
1651821582083,2022-05-06T10.19.42.083,1027.567,0.932,0.100,-0.341
1651821582123,2022-05-06T10.19.42.123,1027.607,0.929,0.100,-0.341
1651821582164,2022-05-06T10.19.42.164,1027.648,0.929,0.100,-0.343
1651821582203,2022-05-06T10.19.42.203,1027.687,0.933,0.100,-0.345
1651821582244,2022-05-06T10.19.42.244,1027.728,0.932,0.101,-0.342
1651821582284,2022-05-06T10.19.42.284,1027.768,0.931,0.102,-0.337
1651821582325,2022-05-06T10.19.42.325,1027.809,0.929,0.103,-0.333
1651821582364,2022-05-06T10.19.42.364,1027.848,0.929,0.102,-0.335
1651821582405,2022-05-06T10.19.42.405,1027.889,0.932,0.099,-0.338
1651821582445,2022-05-06T10.19.42.445,1027.929,0.933,0.098,-0.339
1651821582484,2022-05-06T10.19.42.484,1027.968,0.931,0.099,-0.340
1651821582526,2022-05-06T10.19.42.526,1028.010,0.931,0.098,-0.341
1651821582565,2022-05-06T10.19.42.565,1028.049,0.933,0.098,-0.341
1651821582606,2022-05-06T10.19.42.606,1028.090,0.930,0.098,-0.340
1651821582646,2022-05-06T10.19.42.646,1028.130,0.929,0.098,-0.339
1651821582687,2022-05-06T10.19.42.687,1028.171,0.932,0.098,-0.340
1651821582726,2022-05-06T10.19.42.726,1028.210,0.935,0.097,-0.341
1651821582767,2022-05-06T10.19.42.767,1028.251,0.933,0.096,-0.338
1651821582807,2022-05-06T10.19.42.807,1028.291,0.927,0.098,-0.336
1651821582848,2022-05-06T10.19.42.848,1028.332,0.929,0.098,-0.335
1651821582887,2022-05-06T10.19.42.887,1028.371,0.934,0.097,-0.339
1651821582927,2022-05-06T10.19.42.927,1028.411,0.933,0.098,-0.342
1651821582968,2022-05-06T10.19.42.968,1028.452,0.934,0.097,-0.341
1651821583007,2022-05-06T10.19.43.007,1028.491,0.932,0.096,-0.340
1651821583048,2022-05-06T10.19.43.048,1028.532,0.930,0.096,-0.340
1651821583088,2022-05-06T10.19.43.088,1028.572,0.936,0.099,-0.334
1651821583129,2022-05-06T10.19.43.129,1028.613,0.934,0.101,-0.331
1651821583169,2022-05-06T10.19.43.169,1028.653,0.930,0.102,-0.328
1651821583210,2022-05-06T10.19.43.210,1028.694,0.930,0.100,-0.333
1651821583249,2022-05-06T10.19.43.249,1028.733,0.936,0.100,-0.339
1651821583290,2022-05-06T10.19.43.290,1028.774,0.937,0.102,-0.337
1651821583330,2022-05-06T10.19.43.330,1028.814,0.933,0.103,-0.334
1651821583369,2022-05-06T10.19.43.369,1028.853,0.932,0.101,-0.334
1651821583410,2022-05-06T10.19.43.410,1028.894,0.933,0.101,-0.334
1651821583450,2022-05-06T10.19.43.450,1028.934,0.936,0.103,-0.329
1651821583491,2022-05-06T10.19.43.491,1028.975,0.936,0.106,-0.320
1651821583530,2022-05-06T10.19.43.530,1029.014,0.930,0.104,-0.327
1651821583571,2022-05-06T10.19.43.571,1029.055,0.932,0.098,-0.338
1651821583611,2022-05-06T10.19.43.611,1029.095,0.936,0.095,-0.343
1651821583652,2022-05-06T10.19.43.652,1029.136,0.932,0.099,-0.340
1651821583692,2022-05-06T10.19.43.692,1029.176,0.932,0.101,-0.337
1651821583733,2022-05-06T10.19.43.733,1029.217,0.937,0.101,-0.335
1651821583772,2022-05-06T10.19.43.772,1029.256,0.934,0.100,-0.333
1651821583812,2022-05-06T10.19.43.812,1029.296,0.926,0.102,-0.331
1651821583853,2022-05-06T10.19.43.853,1029.337,0.933,0.101,-0.336
1651821583892,2022-05-06T10.19.43.892,1029.376,0.939,0.101,-0.342
1651821583933,2022-05-06T10.19.43.933,1029.417,0.935,0.101,-0.337
1651821583973,2022-05-06T10.19.43.973,1029.457,0.934,0.103,-0.332
1651821584014,2022-05-06T10.19.44.014,1029.498,0.933,0.101,-0.327
1651821584053,2022-05-06T10.19.44.053,1029.537,0.933,0.101,-0.326
1651821584094,2022-05-06T10.19.44.094,1029.578,0.933,0.101,-0.326
1651821584134,2022-05-06T10.19.44.134,1029.618,0.933,0.101,-0.332
1651821584175,2022-05-06T10.19.44.175,1029.659,0.937,0.099,-0.334
1651821584214,2022-05-06T10.19.44.214,1029.698,0.936,0.099,-0.334
1651821584254,2022-05-06T10.19.44.254,1029.738,0.934,0.101,-0.333
1651821584295,2022-05-06T10.19.44.295,1029.779,0.934,0.102,-0.333
1651821584335,2022-05-06T10.19.44.335,1029.819,0.933,0.102,-0.331
1651821584376,2022-05-06T10.19.44.376,1029.860,0.936,0.102,-0.327
1651821584415,2022-05-06T10.19.44.415,1029.899,0.935,0.101,-0.329
1651821584456,2022-05-06T10.19.44.456,1029.940,0.936,0.100,-0.330
1651821584496,2022-05-06T10.19.44.496,1029.980,0.934,0.100,-0.331
1651821584537,2022-05-06T10.19.44.537,1030.021,0.934,0.099,-0.333
1651821584576,2022-05-06T10.19.44.576,1030.060,0.935,0.098,-0.333
1651821584616,2022-05-06T10.19.44.616,1030.100,0.930,0.103,-0.332
1651821584657,2022-05-06T10.19.44.657,1030.141,0.925,0.105,-0.328
1651821584696,2022-05-06T10.19.44.696,1030.180,0.931,0.103,-0.329
1651821584737,2022-05-06T10.19.44.737,1030.221,0.945,0.096,-0.336
1651821584777,2022-05-06T10.19.44.777,1030.261,0.934,0.100,-0.334
1651821584818,2022-05-06T10.19.44.818,1030.302,0.930,0.104,-0.332
1651821584858,2022-05-06T10.19.44.858,1030.342,0.938,0.104,-0.335
1651821584899,2022-05-06T10.19.44.899,1030.383,0.937,0.104,-0.336
1651821584938,2022-05-06T10.19.44.938,1030.422,0.937,0.104,-0.334
1651821584979,2022-05-06T10.19.44.979,1030.463,0.935,0.104,-0.330
1651821585019,2022-05-06T10.19.45.019,1030.503,0.930,0.104,-0.328
1651821585058,2022-05-06T10.19.45.058,1030.542,0.933,0.105,-0.327
1651821585099,2022-05-06T10.19.45.099,1030.583,0.934,0.104,-0.331
1651821585139,2022-05-06T10.19.45.139,1030.623,0.934,0.104,-0.331
1651821585180,2022-05-06T10.19.45.180,1030.664,0.931,0.104,-0.332
1651821585219,2022-05-06T10.19.45.219,1030.703,0.930,0.104,-0.337
1651821585260,2022-05-06T10.19.45.260,1030.744,0.935,0.104,-0.336
1651821585300,2022-05-06T10.19.45.300,1030.784,0.937,0.104,-0.335
1651821585341,2022-05-06T10.19.45.341,1030.825,0.934,0.104,-0.332
1651821585380,2022-05-06T10.19.45.380,1030.864,0.930,0.104,-0.333
1651821585422,2022-05-06T10.19.45.422,1030.906,0.933,0.105,-0.333
1651821585461,2022-05-06T10.19.45.461,1030.945,0.935,0.105,-0.336
1651821585501,2022-05-06T10.19.45.501,1030.985,0.935,0.106,-0.335
1651821585542,2022-05-06T10.19.45.542,1031.026,0.930,0.107,-0.333
1651821585581,2022-05-06T10.19.45.581,1031.065,0.929,0.107,-0.333
1651821585622,2022-05-06T10.19.45.622,1031.106,0.933,0.106,-0.337
1651821585662,2022-05-06T10.19.45.662,1031.146,0.936,0.108,-0.340
1651821585703,2022-05-06T10.19.45.703,1031.187,0.933,0.107,-0.337
1651821585742,2022-05-06T10.19.45.742,1031.226,0.928,0.106,-0.332
1651821585783,2022-05-06T10.19.45.783,1031.267,0.929,0.109,-0.335
1651821585823,2022-05-06T10.19.45.823,1031.307,0.934,0.108,-0.336
1651821585862,2022-05-06T10.19.45.862,1031.346,0.934,0.108,-0.337
1651821585903,2022-05-06T10.19.45.903,1031.387,0.933,0.106,-0.335
1651821585943,2022-05-06T10.19.45.943,1031.427,0.931,0.106,-0.334
1651821585984,2022-05-06T10.19.45.984,1031.468,0.930,0.107,-0.333
1651821586024,2022-05-06T10.19.46.024,1031.508,0.933,0.107,-0.334
1651821586065,2022-05-06T10.19.46.065,1031.549,0.934,0.106,-0.334
1651821586104,2022-05-06T10.19.46.104,1031.588,0.932,0.106,-0.336
1651821586145,2022-05-06T10.19.46.145,1031.629,0.934,0.107,-0.336
1651821586185,2022-05-06T10.19.46.185,1031.669,0.934,0.109,-0.337
1651821586226,2022-05-06T10.19.46.226,1031.710,0.936,0.112,-0.339
1651821586265,2022-05-06T10.19.46.265,1031.749,0.941,0.107,-0.340
1651821586305,2022-05-06T10.19.46.305,1031.789,0.942,0.102,-0.341
1651821586346,2022-05-06T10.19.46.346,1031.830,0.947,0.101,-0.347
1651821586385,2022-05-06T10.19.46.385,1031.869,0.946,0.096,-0.345
1651821586426,2022-05-06T10.19.46.426,1031.910,0.913,0.094,-0.337
1651821586466,2022-05-06T10.19.46.466,1031.950,0.899,0.093,-0.338
1651821586507,2022-05-06T10.19.46.507,1031.991,0.901,0.084,-0.352
1651821586547,2022-05-06T10.19.46.547,1032.031,0.920,0.083,-0.362
1651821586588,2022-05-06T10.19.46.588,1032.072,0.939,0.087,-0.371
1651821586627,2022-05-06T10.19.46.627,1032.111,0.945,0.091,-0.369
1651821586668,2022-05-06T10.19.46.668,1032.152,0.917,0.088,-0.354
1651821586708,2022-05-06T10.19.46.708,1032.192,0.916,0.085,-0.342
1651821586747,2022-05-06T10.19.46.747,1032.231,0.914,0.087,-0.366
1651821586788,2022-05-06T10.19.46.788,1032.272,0.931,0.072,-0.383
1651821586828,2022-05-06T10.19.46.828,1032.312,0.945,0.076,-0.366
1651821586869,2022-05-06T10.19.46.869,1032.353,0.922,0.083,-0.352
1651821586908,2022-05-06T10.19.46.908,1032.392,0.890,0.090,-0.351
1651821586949,2022-05-06T10.19.46.949,1032.433,0.902,0.084,-0.354
1651821586989,2022-05-06T10.19.46.989,1032.473,0.932,0.071,-0.363
1651821587030,2022-05-06T10.19.47.030,1032.514,0.944,0.076,-0.369
1651821587069,2022-05-06T10.19.47.069,1032.553,0.938,0.078,-0.363
1651821587110,2022-05-06T10.19.47.110,1032.594,0.926,0.086,-0.360
1651821587150,2022-05-06T10.19.47.150,1032.634,0.920,0.083,-0.360
1651821587190,2022-05-06T10.19.47.190,1032.674,0.922,0.081,-0.364
1651821587231,2022-05-06T10.19.47.231,1032.715,0.928,0.079,-0.363
1651821587270,2022-05-06T10.19.47.270,1032.754,0.928,0.081,-0.365
1651821587311,2022-05-06T10.19.47.311,1032.795,0.926,0.081,-0.365
1651821587351,2022-05-06T10.19.47.351,1032.835,0.924,0.083,-0.360
1651821587392,2022-05-06T10.19.47.392,1032.876,0.919,0.083,-0.358
1651821587431,2022-05-06T10.19.47.431,1032.915,0.921,0.084,-0.363
1651821587472,2022-05-06T10.19.47.472,1032.956,0.928,0.082,-0.368
1651821587512,2022-05-06T10.19.47.512,1032.996,0.931,0.081,-0.370
1651821587551,2022-05-06T10.19.47.551,1033.035,0.927,0.079,-0.371
1651821587592,2022-05-06T10.19.47.592,1033.076,0.919,0.082,-0.369
1651821587632,2022-05-06T10.19.47.632,1033.116,0.917,0.082,-0.366
1651821587673,2022-05-06T10.19.47.673,1033.157,0.922,0.083,-0.367
1651821587713,2022-05-06T10.19.47.713,1033.197,0.926,0.082,-0.369
1651821587754,2022-05-06T10.19.47.754,1033.238,0.924,0.083,-0.369
1651821587793,2022-05-06T10.19.47.793,1033.277,0.921,0.087,-0.364
1651821587834,2022-05-06T10.19.47.834,1033.318,0.920,0.088,-0.362
1651821587874,2022-05-06T10.19.47.874,1033.358,0.920,0.083,-0.366
1651821587915,2022-05-06T10.19.47.915,1033.399,0.922,0.084,-0.368
1651821587954,2022-05-06T10.19.47.954,1033.438,0.924,0.082,-0.368
1651821587994,2022-05-06T10.19.47.994,1033.478,0.922,0.083,-0.365
1651821588035,2022-05-06T10.19.48.035,1033.519,0.927,0.085,-0.364
1651821588074,2022-05-06T10.19.48.074,1033.558,0.928,0.084,-0.365
1651821588115,2022-05-06T10.19.48.115,1033.599,0.926,0.083,-0.365
1651821588155,2022-05-06T10.19.48.155,1033.639,0.922,0.083,-0.361
1651821588196,2022-05-06T10.19.48.196,1033.680,0.923,0.083,-0.361
1651821588235,2022-05-06T10.19.48.235,1033.719,0.925,0.084,-0.363
1651821588276,2022-05-06T10.19.48.276,1033.760,0.927,0.085,-0.364
1651821588316,2022-05-06T10.19.48.316,1033.800,0.925,0.085,-0.361
1651821588357,2022-05-06T10.19.48.357,1033.841,0.924,0.083,-0.361
1651821588397,2022-05-06T10.19.48.397,1033.881,0.923,0.081,-0.360
1651821588436,2022-05-06T10.19.48.436,1033.920,0.924,0.083,-0.360
1651821588477,2022-05-06T10.19.48.477,1033.961,0.927,0.080,-0.363
1651821588517,2022-05-06T10.19.48.517,1034.001,0.928,0.080,-0.363
1651821588558,2022-05-06T10.19.48.558,1034.042,0.925,0.079,-0.363
1651821588597,2022-05-06T10.19.48.597,1034.081,0.924,0.080,-0.362
1651821588638,2022-05-06T10.19.48.638,1034.122,0.924,0.082,-0.362
1651821588678,2022-05-06T10.19.48.678,1034.162,0.926,0.078,-0.361
1651821588719,2022-05-06T10.19.48.719,1034.203,0.928,0.076,-0.362
1651821588758,2022-05-06T10.19.48.758,1034.242,0.924,0.075,-0.361
