epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651821588798,2022-05-06T10.19.48.798,1034.282,0.923,0.081,-0.357
1651821588839,2022-05-06T10.19.48.839,1034.323,0.925,0.078,-0.360
1651821588879,2022-05-06T10.19.48.879,1034.363,0.926,0.074,-0.363
1651821588920,2022-05-06T10.19.48.920,1034.404,0.929,0.071,-0.366
1651821588959,2022-05-06T10.19.48.959,1034.443,0.931,0.073,-0.367
1651821589000,2022-05-06T10.19.49.000,1034.484,0.935,0.072,-0.364
1651821589040,2022-05-06T10.19.49.040,1034.524,0.945,0.067,-0.369
1651821589081,2022-05-06T10.19.49.081,1034.565,0.983,0.057,-0.365
1651821589120,2022-05-06T10.19.49.120,1034.604,0.969,0.044,-0.373
1651821589161,2022-05-06T10.19.49.161,1034.645,0.922,0.043,-0.376
1651821589201,2022-05-06T10.19.49.201,1034.685,0.905,0.028,-0.363
1651821589240,2022-05-06T10.19.49.240,1034.724,0.925,0.009,-0.358
1651821589281,2022-05-06T10.19.49.281,1034.765,0.963,-0.002,-0.350
1651821589321,2022-05-06T10.19.49.321,1034.805,0.979,-0.003,-0.354
1651821589362,2022-05-06T10.19.49.362,1034.846,0.936,0.012,-0.356
1651821589401,2022-05-06T10.19.49.401,1034.885,0.922,-0.025,-0.330
1651821589442,2022-05-06T10.19.49.442,1034.926,0.910,-0.057,-0.324
1651821589482,2022-05-06T10.19.49.482,1034.966,0.888,-0.069,-0.335
1651821589523,2022-05-06T10.19.49.523,1035.007,0.902,-0.059,-0.330
1651821589563,2022-05-06T10.19.49.563,1035.047,0.943,-0.089,-0.313
1651821589604,2022-05-06T10.19.49.604,1035.088,0.964,-0.098,-0.322
1651821589643,2022-05-06T10.19.49.643,1035.127,0.921,-0.084,-0.332
1651821589683,2022-05-06T10.19.49.683,1035.167,0.896,-0.105,-0.330
1651821589724,2022-05-06T10.19.49.724,1035.208,0.911,-0.126,-0.325
1651821589763,2022-05-06T10.19.49.763,1035.247,0.940,-0.099,-0.328
1651821589804,2022-05-06T10.19.49.804,1035.288,0.944,-0.083,-0.339
1651821589844,2022-05-06T10.19.49.844,1035.328,0.918,-0.121,-0.342
1651821589885,2022-05-06T10.19.49.885,1035.369,0.945,-0.126,-0.346
1651821589924,2022-05-06T10.19.49.924,1035.408,0.967,-0.115,-0.338
1651821589965,2022-05-06T10.19.49.965,1035.449,0.949,-0.116,-0.331
1651821590005,2022-05-06T10.19.50.005,1035.489,0.917,-0.111,-0.338
1651821590045,2022-05-06T10.19.50.045,1035.529,0.897,-0.119,-0.338
1651821590086,2022-05-06T10.19.50.086,1035.570,0.918,-0.119,-0.332
1651821590125,2022-05-06T10.19.50.125,1035.609,0.950,-0.104,-0.324
1651821590166,2022-05-06T10.19.50.166,1035.650,0.947,-0.104,-0.327
1651821590206,2022-05-06T10.19.50.206,1035.690,0.924,-0.122,-0.331
1651821590247,2022-05-06T10.19.50.247,1035.731,0.924,-0.127,-0.327
1651821590286,2022-05-06T10.19.50.286,1035.770,0.917,-0.095,-0.325
1651821590327,2022-05-06T10.19.50.327,1035.811,0.918,-0.083,-0.333
1651821590367,2022-05-06T10.19.50.367,1035.851,0.933,-0.111,-0.333
1651821590408,2022-05-06T10.19.50.408,1035.892,0.977,-0.122,-0.349
1651821590447,2022-05-06T10.19.50.447,1035.931,0.976,-0.112,-0.354
1651821590487,2022-05-06T10.19.50.487,1035.971,0.910,-0.120,-0.339
1651821590528,2022-05-06T10.19.50.528,1036.012,0.887,-0.096,-0.331
1651821590567,2022-05-06T10.19.50.567,1036.051,0.908,-0.080,-0.322
1651821590609,2022-05-06T10.19.50.609,1036.093,0.929,-0.079,-0.321
1651821590648,2022-05-06T10.19.50.648,1036.132,0.933,-0.083,-0.340
1651821590689,2022-05-06T10.19.50.689,1036.173,0.944,-0.083,-0.356
1651821590729,2022-05-06T10.19.50.729,1036.213,0.951,-0.090,-0.348
1651821590770,2022-05-06T10.19.50.770,1036.254,0.919,-0.068,-0.345
1651821590809,2022-05-06T10.19.50.809,1036.293,0.876,-0.044,-0.340
1651821590849,2022-05-06T10.19.50.849,1036.333,0.877,-0.037,-0.347
1651821590890,2022-05-06T10.19.50.890,1036.374,0.878,-0.028,-0.371
1651821590929,2022-05-06T10.19.50.929,1036.413,0.941,-0.009,-0.378
1651821590970,2022-05-06T10.19.50.970,1036.454,1.005,0.007,-0.375
1651821591010,2022-05-06T10.19.51.010,1036.494,0.973,0.021,-0.384
1651821591051,2022-05-06T10.19.51.051,1036.535,0.919,0.028,-0.384
1651821591090,2022-05-06T10.19.51.090,1036.574,0.905,0.029,-0.375
1651821591131,2022-05-06T10.19.51.131,1036.615,0.910,0.035,-0.379
1651821591171,2022-05-06T10.19.51.171,1036.655,0.934,0.040,-0.381
1651821591212,2022-05-06T10.19.51.212,1036.696,0.956,0.048,-0.383
1651821591252,2022-05-06T10.19.51.252,1036.736,0.939,0.046,-0.390
1651821591291,2022-05-06T10.19.51.291,1036.775,0.919,0.045,-0.396
1651821591332,2022-05-06T10.19.51.332,1036.816,0.918,0.041,-0.398
1651821591372,2022-05-06T10.19.51.372,1036.856,0.922,0.049,-0.399
1651821591413,2022-05-06T10.19.51.413,1036.897,0.917,0.045,-0.401
1651821591452,2022-05-06T10.19.51.452,1036.936,0.914,0.037,-0.402
1651821591493,2022-05-06T10.19.51.493,1036.977,0.919,0.037,-0.404
1651821591533,2022-05-06T10.19.51.533,1037.017,0.913,0.034,-0.400
1651821591574,2022-05-06T10.19.51.574,1037.058,0.907,0.036,-0.392
1651821591613,2022-05-06T10.19.51.613,1037.097,0.909,0.039,-0.385
1651821591654,2022-05-06T10.19.51.654,1037.138,0.915,0.044,-0.386
1651821591694,2022-05-06T10.19.51.694,1037.178,0.917,0.041,-0.388
1651821591734,2022-05-06T10.19.51.734,1037.218,0.916,0.039,-0.395
1651821591775,2022-05-06T10.19.51.775,1037.259,0.917,0.037,-0.398
1651821591814,2022-05-06T10.19.51.814,1037.298,0.917,0.032,-0.401
1651821591855,2022-05-06T10.19.51.855,1037.339,0.920,0.034,-0.398
1651821591895,2022-05-06T10.19.51.895,1037.379,0.917,0.037,-0.393
1651821591936,2022-05-06T10.19.51.936,1037.420,0.911,0.041,-0.390
1651821591975,2022-05-06T10.19.51.975,1037.459,0.914,0.036,-0.392
1651821592016,2022-05-06T10.19.52.016,1037.500,0.917,0.034,-0.395
1651821592056,2022-05-06T10.19.52.056,1037.540,0.917,0.021,-0.395
1651821592095,2022-05-06T10.19.52.095,1037.579,0.919,0.022,-0.397
1651821592136,2022-05-06T10.19.52.136,1037.620,0.915,0.034,-0.394
1651821592176,2022-05-06T10.19.52.176,1037.660,0.907,0.036,-0.391
1651821592217,2022-05-06T10.19.52.217,1037.701,0.917,0.026,-0.385
1651821592256,2022-05-06T10.19.52.256,1037.740,0.918,0.018,-0.391
1651821592297,2022-05-06T10.19.52.297,1037.781,0.916,0.017,-0.393
1651821592337,2022-05-06T10.19.52.337,1037.821,0.917,0.020,-0.393
1651821592378,2022-05-06T10.19.52.378,1037.862,0.917,0.021,-0.393
1651821592418,2022-05-06T10.19.52.418,1037.902,0.916,0.031,-0.391
1651821592459,2022-05-06T10.19.52.459,1037.943,0.917,0.035,-0.395
1651821592498,2022-05-06T10.19.52.498,1037.982,0.925,0.026,-0.400
1651821592538,2022-05-06T10.19.52.538,1038.022,0.923,0.021,-0.399
1651821592579,2022-05-06T10.19.52.579,1038.063,0.917,0.020,-0.396
1651821592618,2022-05-06T10.19.52.618,1038.102,0.909,0.025,-0.391
1651821592659,2022-05-06T10.19.52.659,1038.143,0.907,0.028,-0.389
1651821592699,2022-05-06T10.19.52.699,1038.183,0.912,0.026,-0.390
1651821592740,2022-05-06T10.19.52.740,1038.224,0.914,0.023,-0.390
1651821592779,2022-05-06T10.19.52.779,1038.263,0.913,0.025,-0.393
1651821592820,2022-05-06T10.19.52.820,1038.304,0.912,0.025,-0.396
1651821592860,2022-05-06T10.19.52.860,1038.344,0.917,0.027,-0.396
1651821592901,2022-05-06T10.19.52.901,1038.385,0.920,0.025,-0.397
1651821592941,2022-05-06T10.19.52.941,1038.425,0.914,0.021,-0.399
1651821592980,2022-05-06T10.19.52.980,1038.464,0.910,0.025,-0.397
1651821593021,2022-05-06T10.19.53.021,1038.505,0.909,0.026,-0.398
1651821593061,2022-05-06T10.19.53.061,1038.545,0.917,0.027,-0.397
1651821593102,2022-05-06T10.19.53.102,1038.586,0.919,0.026,-0.396
1651821593141,2022-05-06T10.19.53.141,1038.625,0.912,0.015,-0.397
1651821593182,2022-05-06T10.19.53.182,1038.666,0.908,0.018,-0.399
1651821593222,2022-05-06T10.19.53.222,1038.706,0.915,0.021,-0.397
1651821593263,2022-05-06T10.19.53.263,1038.747,0.918,0.025,-0.396
1651821593302,2022-05-06T10.19.53.302,1038.786,0.912,0.027,-0.396
1651821593343,2022-05-06T10.19.53.343,1038.827,0.911,0.030,-0.396
1651821593383,2022-05-06T10.19.53.383,1038.867,0.915,0.026,-0.401
1651821593422,2022-05-06T10.19.53.422,1038.906,0.921,0.023,-0.402
1651821593463,2022-05-06T10.19.53.463,1038.947,0.912,0.027,-0.396
1651821593503,2022-05-06T10.19.53.503,1038.987,0.894,0.036,-0.392
1651821593544,2022-05-06T10.19.53.544,1039.028,0.900,0.018,-0.389
1651821593584,2022-05-06T10.19.53.584,1039.068,0.928,0.012,-0.398
1651821593625,2022-05-06T10.19.53.625,1039.109,0.926,0.017,-0.403
1651821593664,2022-05-06T10.19.53.664,1039.148,0.912,0.025,-0.401
1651821593705,2022-05-06T10.19.53.705,1039.189,0.910,0.025,-0.401
1651821593745,2022-05-06T10.19.53.745,1039.229,0.913,0.025,-0.401
1651821593786,2022-05-06T10.19.53.786,1039.270,0.910,0.028,-0.404
1651821593825,2022-05-06T10.19.53.825,1039.309,0.912,0.025,-0.404
1651821593865,2022-05-06T10.19.53.865,1039.349,0.915,0.024,-0.402
1651821593906,2022-05-06T10.19.53.906,1039.390,0.914,0.023,-0.402
1651821593945,2022-05-06T10.19.53.945,1039.429,0.910,0.021,-0.402
1651821593986,2022-05-06T10.19.53.986,1039.470,0.907,0.021,-0.400
1651821594026,2022-05-06T10.19.54.026,1039.510,0.911,0.024,-0.400
1651821594067,2022-05-06T10.19.54.067,1039.551,0.910,0.029,-0.404
1651821594107,2022-05-06T10.19.54.107,1039.591,0.915,0.023,-0.404
1651821594148,2022-05-06T10.19.54.148,1039.632,0.923,0.018,-0.404
1651821594187,2022-05-06T10.19.54.187,1039.671,0.906,0.025,-0.399
1651821594228,2022-05-06T10.19.54.228,1039.712,0.895,0.029,-0.401
1651821594268,2022-05-06T10.19.54.268,1039.752,0.913,0.025,-0.410
1651821594307,2022-05-06T10.19.54.307,1039.791,0.934,0.019,-0.416
1651821594348,2022-05-06T10.19.54.348,1039.832,0.915,0.016,-0.413
1651821594388,2022-05-06T10.19.54.388,1039.872,0.899,0.019,-0.405
1651821594429,2022-05-06T10.19.54.429,1039.913,0.909,0.027,-0.399
1651821594468,2022-05-06T10.19.54.468,1039.952,0.940,0.036,-0.396
1651821594509,2022-05-06T10.19.54.509,1039.993,0.928,0.033,-0.400
1651821594549,2022-05-06T10.19.54.549,1040.033,0.895,0.016,-0.395
1651821594590,2022-05-06T10.19.54.590,1040.074,0.864,0.004,-0.396
1651821594630,2022-05-06T10.19.54.630,1040.114,0.887,0.008,-0.394
1651821594671,2022-05-06T10.19.54.671,1040.155,0.924,0.028,-0.392
1651821594710,2022-05-06T10.19.54.710,1040.194,0.934,0.031,-0.396
1651821594750,2022-05-06T10.19.54.750,1040.234,0.943,0.026,-0.398
1651821594791,2022-05-06T10.19.54.791,1040.275,0.945,0.021,-0.413
1651821594830,2022-05-06T10.19.54.830,1040.314,0.905,0.010,-0.427
1651821594871,2022-05-06T10.19.54.871,1040.355,0.864,-0.005,-0.430
1651821594911,2022-05-06T10.19.54.911,1040.395,0.890,0.003,-0.409
1651821594952,2022-05-06T10.19.54.952,1040.436,0.926,0.021,-0.392
1651821594991,2022-05-06T10.19.54.991,1040.475,0.933,0.029,-0.382
1651821595032,2022-05-06T10.19.55.032,1040.516,0.937,0.001,-0.375
1651821595072,2022-05-06T10.19.55.072,1040.556,0.912,0.019,-0.401
1651821595111,2022-05-06T10.19.55.111,1040.595,0.894,0.003,-0.406
1651821595152,2022-05-06T10.19.55.152,1040.636,0.915,-0.004,-0.405
1651821595192,2022-05-06T10.19.55.192,1040.676,0.920,0.000,-0.406
1651821595233,2022-05-06T10.19.55.233,1040.717,0.913,-0.001,-0.401
1651821595273,2022-05-06T10.19.55.273,1040.757,0.903,-0.007,-0.398
1651821595314,2022-05-06T10.19.55.314,1040.798,0.905,-0.008,-0.398
1651821595353,2022-05-06T10.19.55.353,1040.837,0.917,-0.012,-0.397
1651821595394,2022-05-06T10.19.55.394,1040.878,0.929,-0.013,-0.392
1651821595434,2022-05-06T10.19.55.434,1040.918,0.929,-0.028,-0.382
1651821595475,2022-05-06T10.19.55.475,1040.959,0.911,-0.035,-0.381
1651821595514,2022-05-06T10.19.55.514,1040.998,0.904,-0.033,-0.385
1651821595554,2022-05-06T10.19.55.554,1041.038,0.907,-0.030,-0.376
1651821595595,2022-05-06T10.19.55.595,1041.079,0.908,-0.021,-0.379
1651821595634,2022-05-06T10.19.55.634,1041.118,0.908,-0.035,-0.389
1651821595675,2022-05-06T10.19.55.675,1041.159,0.924,-0.052,-0.401
1651821595715,2022-05-06T10.19.55.715,1041.199,0.945,-0.051,-0.407
1651821595756,2022-05-06T10.19.55.756,1041.240,0.937,-0.037,-0.403
1651821595796,2022-05-06T10.19.55.796,1041.280,0.915,-0.032,-0.399
1651821595837,2022-05-06T10.19.55.837,1041.321,0.931,-0.022,-0.390
1651821595876,2022-05-06T10.19.55.876,1041.360,0.961,-0.022,-0.370
1651821595917,2022-05-06T10.19.55.917,1041.401,0.934,-0.029,-0.364
1651821595957,2022-05-06T10.19.55.957,1041.441,0.891,-0.048,-0.372
1651821595996,2022-05-06T10.19.55.996,1041.480,0.882,-0.061,-0.364
1651821596037,2022-05-06T10.19.56.037,1041.521,0.901,-0.042,-0.349
1651821596077,2022-05-06T10.19.56.077,1041.561,0.913,-0.044,-0.364
1651821596118,2022-05-06T10.19.56.118,1041.602,0.945,-0.049,-0.384
1651821596157,2022-05-06T10.19.56.157,1041.641,0.957,-0.070,-0.383
1651821596198,2022-05-06T10.19.56.198,1041.682,0.938,-0.054,-0.387
1651821596238,2022-05-06T10.19.56.238,1041.722,0.888,-0.037,-0.384
1651821596279,2022-05-06T10.19.56.279,1041.763,0.878,-0.059,-0.384
1651821596318,2022-05-06T10.19.56.318,1041.802,0.920,-0.084,-0.396
1651821596359,2022-05-06T10.19.56.359,1041.843,0.955,-0.087,-0.394
1651821596399,2022-05-06T10.19.56.399,1041.883,0.937,-0.070,-0.376
1651821596439,2022-05-06T10.19.56.439,1041.923,0.910,-0.046,-0.367
1651821596480,2022-05-06T10.19.56.480,1041.964,0.879,-0.058,-0.354
1651821596519,2022-05-06T10.19.56.519,1042.003,0.879,-0.061,-0.354
1651821596560,2022-05-06T10.19.56.560,1042.044,0.925,-0.066,-0.373
1651821596600,2022-05-06T10.19.56.600,1042.084,0.952,-0.087,-0.393
1651821596641,2022-05-06T10.19.56.641,1042.125,0.949,-0.084,-0.399
1651821596680,2022-05-06T10.19.56.680,1042.164,0.929,-0.076,-0.389
1651821596721,2022-05-06T10.19.56.721,1042.205,0.904,-0.064,-0.377
1651821596761,2022-05-06T10.19.56.761,1042.245,0.902,-0.064,-0.376
1651821596802,2022-05-06T10.19.56.802,1042.286,0.918,-0.070,-0.379
1651821596841,2022-05-06T10.19.56.841,1042.325,0.927,-0.070,-0.383
1651821596881,2022-05-06T10.19.56.881,1042.365,0.927,-0.068,-0.381
1651821596922,2022-05-06T10.19.56.922,1042.406,0.925,-0.063,-0.378
1651821596962,2022-05-06T10.19.56.962,1042.446,0.919,-0.065,-0.377
1651821597003,2022-05-06T10.19.57.003,1042.487,0.916,-0.067,-0.383
1651821597042,2022-05-06T10.19.57.042,1042.526,0.921,-0.067,-0.384
1651821597083,2022-05-06T10.19.57.083,1042.567,0.923,-0.065,-0.384
1651821597123,2022-05-06T10.19.57.123,1042.607,0.917,-0.068,-0.382
1651821597164,2022-05-06T10.19.57.164,1042.648,0.916,-0.062,-0.380
1651821597203,2022-05-06T10.19.57.203,1042.687,0.923,-0.062,-0.380
1651821597244,2022-05-06T10.19.57.244,1042.728,0.922,-0.063,-0.382
1651821597284,2022-05-06T10.19.57.284,1042.768,0.919,-0.062,-0.383
1651821597323,2022-05-06T10.19.57.323,1042.807,0.920,-0.065,-0.383
1651821597364,2022-05-06T10.19.57.364,1042.848,0.917,-0.065,-0.384
1651821597404,2022-05-06T10.19.57.404,1042.888,0.917,-0.067,-0.383
1651821597445,2022-05-06T10.19.57.445,1042.929,0.920,-0.064,-0.383
1651821597484,2022-05-06T10.19.57.484,1042.968,0.919,-0.066,-0.387
1651821597526,2022-05-06T10.19.57.526,1043.010,0.922,-0.066,-0.386
1651821597565,2022-05-06T10.19.57.565,1043.049,0.917,-0.063,-0.384
1651821597606,2022-05-06T10.19.57.606,1043.090,0.913,-0.062,-0.383
1651821597646,2022-05-06T10.19.57.646,1043.130,0.919,-0.062,-0.385
1651821597687,2022-05-06T10.19.57.687,1043.171,0.922,-0.059,-0.385
1651821597726,2022-05-06T10.19.57.726,1043.210,0.920,-0.062,-0.383
1651821597766,2022-05-06T10.19.57.766,1043.250,0.922,-0.059,-0.384
1651821597807,2022-05-06T10.19.57.807,1043.291,0.922,-0.058,-0.383
1651821597846,2022-05-06T10.19.57.846,1043.330,0.918,-0.060,-0.384
1651821597887,2022-05-06T10.19.57.887,1043.371,0.915,-0.056,-0.384
1651821597927,2022-05-06T10.19.57.927,1043.411,0.918,-0.057,-0.386
1651821597968,2022-05-06T10.19.57.968,1043.452,0.923,-0.060,-0.387
1651821598007,2022-05-06T10.19.58.007,1043.491,0.924,-0.062,-0.387
1651821598048,2022-05-06T10.19.58.048,1043.532,0.915,-0.057,-0.384
1651821598088,2022-05-06T10.19.58.088,1043.572,0.916,-0.056,-0.381
1651821598129,2022-05-06T10.19.58.129,1043.613,0.919,-0.060,-0.383
1651821598169,2022-05-06T10.19.58.169,1043.653,0.919,-0.061,-0.387
1651821598208,2022-05-06T10.19.58.208,1043.692,0.920,-0.063,-0.387
1651821598249,2022-05-06T10.19.58.249,1043.733,0.916,-0.062,-0.385
1651821598289,2022-05-06T10.19.58.289,1043.773,0.916,-0.059,-0.383
1651821598330,2022-05-06T10.19.58.330,1043.814,0.921,-0.058,-0.382
1651821598369,2022-05-06T10.19.58.369,1043.853,0.919,-0.058,-0.383
1651821598410,2022-05-06T10.19.58.410,1043.894,0.919,-0.058,-0.381
1651821598450,2022-05-06T10.19.58.450,1043.934,0.915,-0.056,-0.384
1651821598491,2022-05-06T10.19.58.491,1043.975,0.913,-0.060,-0.389
1651821598530,2022-05-06T10.19.58.530,1044.014,0.915,-0.058,-0.388
1651821598571,2022-05-06T10.19.58.571,1044.055,0.917,-0.053,-0.385
1651821598611,2022-05-06T10.19.58.611,1044.095,0.919,-0.051,-0.385
1651821598651,2022-05-06T10.19.58.651,1044.135,0.924,-0.048,-0.380
1651821598692,2022-05-06T10.19.58.692,1044.176,0.926,-0.046,-0.378
1651821598731,2022-05-06T10.19.58.731,1044.215,0.923,-0.046,-0.376
1651821598772,2022-05-06T10.19.58.772,1044.256,0.920,-0.041,-0.379
1651821598812,2022-05-06T10.19.58.812,1044.296,0.923,-0.041,-0.379
1651821598853,2022-05-06T10.19.58.853,1044.337,0.931,-0.041,-0.379
1651821598892,2022-05-06T10.19.58.892,1044.376,0.932,-0.041,-0.380
1651821598933,2022-05-06T10.19.58.933,1044.417,0.927,-0.037,-0.378
1651821598973,2022-05-06T10.19.58.973,1044.457,0.924,-0.034,-0.375
1651821599014,2022-05-06T10.19.59.014,1044.498,0.924,-0.032,-0.374
1651821599053,2022-05-06T10.19.59.053,1044.537,0.924,-0.033,-0.374
1651821599094,2022-05-06T10.19.59.094,1044.578,0.924,-0.035,-0.375
1651821599134,2022-05-06T10.19.59.134,1044.618,0.925,-0.038,-0.375
1651821599173,2022-05-06T10.19.59.173,1044.657,0.931,-0.033,-0.374
1651821599214,2022-05-06T10.19.59.214,1044.698,0.927,-0.032,-0.371
1651821599254,2022-05-06T10.19.59.254,1044.738,0.920,-0.032,-0.370
1651821599295,2022-05-06T10.19.59.295,1044.779,0.923,-0.034,-0.369
1651821599335,2022-05-06T10.19.59.335,1044.819,0.925,-0.031,-0.370
1651821599376,2022-05-06T10.19.59.376,1044.860,0.925,-0.036,-0.374
1651821599415,2022-05-06T10.19.59.415,1044.899,0.927,-0.037,-0.375
1651821599456,2022-05-06T10.19.59.456,1044.940,0.925,-0.029,-0.372
1651821599496,2022-05-06T10.19.59.496,1044.980,0.924,-0.030,-0.371
1651821599537,2022-05-06T10.19.59.537,1045.021,0.926,-0.030,-0.373
1651821599576,2022-05-06T10.19.59.576,1045.060,0.926,-0.036,-0.372
1651821599616,2022-05-06T10.19.59.616,1045.100,0.922,-0.035,-0.373
1651821599657,2022-05-06T10.19.59.657,1045.141,0.924,-0.035,-0.375
1651821599696,2022-05-06T10.19.59.696,1045.180,0.927,-0.037,-0.376
1651821599737,2022-05-06T10.19.59.737,1045.221,0.928,-0.036,-0.374
1651821599777,2022-05-06T10.19.59.777,1045.261,0.922,-0.031,-0.371
1651821599818,2022-05-06T10.19.59.818,1045.302,0.920,-0.028,-0.371
1651821599858,2022-05-06T10.19.59.858,1045.342,0.927,-0.031,-0.375
1651821599899,2022-05-06T10.19.59.899,1045.383,0.927,-0.035,-0.377
1651821599938,2022-05-06T10.19.59.938,1045.422,0.923,-0.035,-0.377
1651821599979,2022-05-06T10.19.59.979,1045.463,0.922,-0.037,-0.374
1651821600019,2022-05-06T10.20.00.019,1045.503,0.921,-0.032,-0.373
1651821600058,2022-05-06T10.20.00.058,1045.542,0.925,-0.035,-0.375
1651821600099,2022-05-06T10.20.00.099,1045.583,0.927,-0.034,-0.375
1651821600139,2022-05-06T10.20.00.139,1045.623,0.923,-0.037,-0.375
1651821600180,2022-05-06T10.20.00.180,1045.664,0.919,-0.038,-0.377
1651821600219,2022-05-06T10.20.00.219,1045.703,0.919,-0.037,-0.378
1651821600260,2022-05-06T10.20.00.260,1045.744,0.922,-0.035,-0.380
1651821600300,2022-05-06T10.20.00.300,1045.784,0.923,-0.035,-0.380
1651821600341,2022-05-06T10.20.00.341,1045.825,0.922,-0.036,-0.380
1651821600380,2022-05-06T10.20.00.380,1045.864,0.922,-0.037,-0.378
1651821600422,2022-05-06T10.20.00.422,1045.906,0.922,-0.037,-0.379
1651821600461,2022-05-06T10.20.00.461,1045.945,0.920,-0.038,-0.377
1651821600501,2022-05-06T10.20.00.501,1045.985,0.917,-0.035,-0.378
1651821600542,2022-05-06T10.20.00.542,1046.026,0.920,-0.037,-0.381
1651821600581,2022-05-06T10.20.00.581,1046.065,0.925,-0.036,-0.383
1651821600622,2022-05-06T10.20.00.622,1046.106,0.927,-0.038,-0.382
1651821600662,2022-05-06T10.20.00.662,1046.146,0.918,-0.034,-0.380
1651821600703,2022-05-06T10.20.00.703,1046.187,0.917,-0.032,-0.379
1651821600742,2022-05-06T10.20.00.742,1046.226,0.923,-0.036,-0.381
1651821600783,2022-05-06T10.20.00.783,1046.267,0.925,-0.035,-0.383
1651821600823,2022-05-06T10.20.00.823,1046.307,0.929,-0.034,-0.381
1651821600864,2022-05-06T10.20.00.864,1046.348,0.927,-0.038,-0.378
1651821600903,2022-05-06T10.20.00.903,1046.387,0.912,-0.038,-0.375
1651821600943,2022-05-06T10.20.00.943,1046.427,0.910,-0.036,-0.376
1651821600984,2022-05-06T10.20.00.984,1046.468,0.924,-0.037,-0.378
1651821601024,2022-05-06T10.20.01.024,1046.508,0.928,-0.038,-0.381
1651821601065,2022-05-06T10.20.01.065,1046.549,0.923,-0.036,-0.382
1651821601104,2022-05-06T10.20.01.104,1046.588,0.923,-0.035,-0.380
1651821601145,2022-05-06T10.20.01.145,1046.629,0.922,-0.035,-0.379
1651821601185,2022-05-06T10.20.01.185,1046.669,0.921,-0.033,-0.377
1651821601226,2022-05-06T10.20.01.226,1046.710,0.924,-0.032,-0.375
1651821601265,2022-05-06T10.20.01.265,1046.749,0.923,-0.036,-0.376
1651821601306,2022-05-06T10.20.01.306,1046.790,0.922,-0.035,-0.379
1651821601346,2022-05-06T10.20.01.346,1046.830,0.924,-0.037,-0.379
1651821601385,2022-05-06T10.20.01.385,1046.869,0.919,-0.036,-0.380
1651821601426,2022-05-06T10.20.01.426,1046.910,0.920,-0.034,-0.379
1651821601466,2022-05-06T10.20.01.466,1046.950,0.923,-0.035,-0.378
1651821601507,2022-05-06T10.20.01.507,1046.991,0.925,-0.034,-0.379
1651821601547,2022-05-06T10.20.01.547,1047.031,0.925,-0.036,-0.379
1651821601588,2022-05-06T10.20.01.588,1047.072,0.920,-0.032,-0.376
1651821601627,2022-05-06T10.20.01.627,1047.111,0.920,-0.032,-0.376
1651821601668,2022-05-06T10.20.01.668,1047.152,0.923,-0.035,-0.381
1651821601708,2022-05-06T10.20.01.708,1047.192,0.926,-0.033,-0.380
